scenario,subregion,management,level,2025
SSP4,Arkansas_White_Red_Basin,IRR,hi,1.3612
SSP4,Great_Lakes_Basin,IRR,hi,0.244431
SSP4,Missouri_River_Basin,IRR,hi,4.78654
SSP4,Upper_Mississippi_Basin,IRR,hi,0.442477
SSP4,Saskatchewan_Nelson,IRR,hi,0.0681328
SSP4,Ohio_River_Basin,IRR,hi,0.154973
