scenario,subregion,2045,ssps_max,ssps_min
SSP1,Arkansas_White_Red_Basin,12.89139,92.87197,12.2158
SSP1,Great_Lakes_Basin,23.698063,92.87197,12.2158
SSP1,Missouri_River_Basin,90.25577,92.87197,12.2158
SSP1,Upper_Mississippi_Basin,88.713665,92.87197,12.2158
SSP1,Saskatchewan_Nelson,18.8470139,92.87197,12.2158
SSP1,Ohio_River_Basin,51.187149,92.87197,12.2158
