scenario,subregion,2045,ssps_max,ssps_min
SSP2,Arkansas_White_Red_Basin,12.67108,92.87197,12.2158
SSP2,Great_Lakes_Basin,23.285227,92.87197,12.2158
SSP2,Missouri_River_Basin,89.51032,92.87197,12.2158
SSP2,Upper_Mississippi_Basin,88.664606,92.87197,12.2158
SSP2,Saskatchewan_Nelson,18.4808817,92.87197,12.2158
SSP2,Ohio_River_Basin,50.528236,92.87197,12.2158
