scenario,subregion,management,level,2030
SSP2,Arkansas_White_Red_Basin,RFD,lo,4.33457
SSP2,Great_Lakes_Basin,RFD,lo,9.94763
SSP2,Missouri_River_Basin,RFD,lo,34.2
SSP2,Upper_Mississippi_Basin,RFD,lo,37.3
SSP2,Saskatchewan_Nelson,RFD,lo,8.79
SSP2,Ohio_River_Basin,RFD,lo,21.6503
