scenario,subregion,management,level,2035,ssps_max,ssps_min
SSP1,Arkansas_White_Red_Basin,RFD,lo,4.25063,49.057,0.0547041
SSP1,Great_Lakes_Basin,RFD,lo,9.70694,49.057,0.0547041
SSP1,Missouri_River_Basin,RFD,lo,33.7,49.057,0.0547041
SSP1,Upper_Mississippi_Basin,RFD,lo,36.5494,49.057,0.0547041
SSP1,Saskatchewan_Nelson,RFD,lo,8.4,49.057,0.0547041
SSP1,Ohio_River_Basin,RFD,lo,21.1929,49.057,0.0547041
