scenario,subregion,management,level,2030
SSP2,Arkansas_White_Red_Basin,RFD,hi,1.67357
SSP2,Great_Lakes_Basin,RFD,hi,4.99342
SSP2,Missouri_River_Basin,RFD,hi,16.4283
SSP2,Upper_Mississippi_Basin,RFD,hi,30.5887
SSP2,Saskatchewan_Nelson,RFD,hi,3.72408
SSP2,Ohio_River_Basin,RFD,hi,12.2598
