scenario,subregion,2035,ssps_max,ssps_min
SSP4,Arkansas_White_Red_Basin,11.85492,87.96148,11.75014
SSP4,Great_Lakes_Basin,22.243249,87.96148,11.75014
SSP4,Missouri_River_Basin,84.02106,87.96148,11.75014
SSP4,Upper_Mississippi_Basin,83.88549,87.96148,11.75014
SSP4,Saskatchewan_Nelson,18.5854353,87.96148,11.75014
SSP4,Ohio_River_Basin,47.968961,87.96148,11.75014
