scenario,subregion,2035,ssps_max,ssps_min
SSP5,Arkansas_White_Red_Basin,12.75765,87.96148,11.75014
SSP5,Great_Lakes_Basin,22.953392,87.96148,11.75014
SSP5,Missouri_River_Basin,87.96148,87.96148,11.75014
SSP5,Upper_Mississippi_Basin,84.657801,87.96148,11.75014
SSP5,Saskatchewan_Nelson,19.0964442,87.96148,11.75014
SSP5,Ohio_River_Basin,49.335703,87.96148,11.75014
