scenario,subregion,management,level,2020
SSP3,Arkansas_White_Red_Basin,IRR,hi,0.601089
SSP3,Great_Lakes_Basin,IRR,hi,0.13582
SSP3,Missouri_River_Basin,IRR,hi,2.66104
SSP3,Upper_Mississippi_Basin,IRR,hi,0.398685
SSP3,Saskatchewan_Nelson,IRR,hi,0.0376515
SSP3,Ohio_River_Basin,IRR,hi,0.0969626
