scenario,subregion,management,level,2045
SSP5,Arkansas_White_Red_Basin,IRR,hi,1.53
SSP5,Great_Lakes_Basin,IRR,hi,0.254323
SSP5,Missouri_River_Basin,IRR,hi,5.35836
SSP5,Upper_Mississippi_Basin,IRR,hi,0.462
SSP5,Saskatchewan_Nelson,IRR,hi,0.0675209
SSP5,Ohio_River_Basin,IRR,hi,0.162674
