scenario,subregion,2050,ssps_max,ssps_min
SSP5,Arkansas_White_Red_Basin,13.80207,94.46981,12.47157
SSP5,Great_Lakes_Basin,24.168753,94.46981,12.47157
SSP5,Missouri_River_Basin,94.46981,94.46981,12.47157
SSP5,Upper_Mississippi_Basin,89.00074,94.46981,12.47157
SSP5,Saskatchewan_Nelson,18.6245279,94.46981,12.47157
SSP5,Ohio_River_Basin,52.154571,94.46981,12.47157
