scenario,subregion,management,level,2025
SSP5,Arkansas_White_Red_Basin,IRR,hi,1.43
SSP5,Great_Lakes_Basin,IRR,hi,0.127726
SSP5,Missouri_River_Basin,IRR,hi,3.63655
SSP5,Upper_Mississippi_Basin,IRR,hi,0.313356
SSP5,Saskatchewan_Nelson,IRR,hi,0.0486
SSP5,Ohio_River_Basin,IRR,hi,0.090832
