scenario,subregion,2020,ssps_max,ssps_min
SSP1,Arkansas_White_Red_Basin,12.05284,82.64004,12.05008
SSP1,Great_Lakes_Basin,22.586217,82.64004,12.05008
SSP1,Missouri_River_Basin,82.22716,82.64004,12.05008
SSP1,Upper_Mississippi_Basin,82.061013,82.64004,12.05008
SSP1,Saskatchewan_Nelson,20.0415981,82.64004,12.05008
SSP1,Ohio_River_Basin,48.075546,82.64004,12.05008
