scenario,subregion,management,level,2030
SSP2,Arkansas_White_Red_Basin,RFD,hi,-0.343
SSP2,Great_Lakes_Basin,RFD,hi,-0.563445
SSP2,Missouri_River_Basin,RFD,hi,-3.16
SSP2,Upper_Mississippi_Basin,RFD,hi,-2.56486
SSP2,Saskatchewan_Nelson,RFD,hi,-0.232
SSP2,Ohio_River_Basin,RFD,hi,-1.39044
