scenario,subregion,management,level,2020,ssps_max,ssps_min
SSP5,Arkansas_White_Red_Basin,RFD,lo,0.87797,26.063,0.0235
SSP5,Great_Lakes_Basin,RFD,lo,2.64306,26.063,0.0235
SSP5,Missouri_River_Basin,RFD,lo,8.48904,26.063,0.0235
SSP5,Upper_Mississippi_Basin,RFD,lo,15.8204,26.063,0.0235
SSP5,Saskatchewan_Nelson,RFD,lo,2.08764,26.063,0.0235
SSP5,Ohio_River_Basin,RFD,lo,6.44059,26.063,0.0235
