scenario,subregion,management,level,2030
SSP2,Arkansas_White_Red_Basin,RFD,lo,0.00197
SSP2,Great_Lakes_Basin,RFD,lo,0.00308804
SSP2,Missouri_River_Basin,RFD,lo,0.0328941
SSP2,Upper_Mississippi_Basin,RFD,lo,0.0187885
SSP2,Saskatchewan_Nelson,RFD,lo,0.0451
SSP2,Ohio_River_Basin,RFD,lo,0.0075
