scenario,subregion,management,level,2050,ssps_max,ssps_min
SSP1,Arkansas_White_Red_Basin,IRR,lo,0.000823,0.108,6e-05
SSP1,Great_Lakes_Basin,IRR,lo,9.3e-05,0.108,6e-05
SSP1,Missouri_River_Basin,IRR,lo,0.00632414,0.108,6e-05
SSP1,Upper_Mississippi_Basin,IRR,lo,0.000277,0.108,6e-05
SSP1,Saskatchewan_Nelson,IRR,lo,0.000464,0.108,6e-05
SSP1,Ohio_River_Basin,IRR,lo,6.63e-05,0.108,6e-05
