scenario,subregion,management,level,2035
SSP5,Arkansas_White_Red_Basin,IRR,hi,1.52
SSP5,Great_Lakes_Basin,IRR,hi,0.131
SSP5,Missouri_River_Basin,IRR,hi,3.90538
SSP5,Upper_Mississippi_Basin,IRR,hi,0.326729
SSP5,Saskatchewan_Nelson,IRR,hi,0.049
SSP5,Ohio_River_Basin,IRR,hi,0.0942168
