scenario,subregion,2025,ssps_max,ssps_min
SSP5,Arkansas_White_Red_Basin,12.47741,84.93771,12.14942
SSP5,Great_Lakes_Basin,22.879274,84.93771,12.14942
SSP5,Missouri_River_Basin,84.93771,84.93771,12.14942
SSP5,Upper_Mississippi_Basin,83.250189,84.93771,12.14942
SSP5,Saskatchewan_Nelson,20.0297448,84.93771,12.14942
SSP5,Ohio_River_Basin,48.758604,84.93771,12.14942
