scenario,subregion,management,level,2030
SSP2,Arkansas_White_Red_Basin,IRR,lo,1.23103
SSP2,Great_Lakes_Basin,IRR,lo,0.218367
SSP2,Missouri_River_Basin,IRR,lo,4.36233
SSP2,Upper_Mississippi_Basin,IRR,lo,0.4
SSP2,Saskatchewan_Nelson,IRR,lo,0.0594595
SSP2,Ohio_River_Basin,IRR,lo,0.139038
