scenario,subregion,2020,ssps_max,ssps_min
SSP3,Arkansas_White_Red_Basin,12.08369,82.64004,12.05008
SSP3,Great_Lakes_Basin,22.598468,82.64004,12.05008
SSP3,Missouri_River_Basin,82.4866,82.64004,12.05008
SSP3,Upper_Mississippi_Basin,82.383195,82.64004,12.05008
SSP3,Saskatchewan_Nelson,20.0447169,82.64004,12.05008
SSP3,Ohio_River_Basin,48.156453,82.64004,12.05008
