scenario,subregion,management,level,2045,ssps_max,ssps_min
SSP4,Arkansas_White_Red_Basin,RFD,lo,4.17133,55.6781,0.0491949
SSP4,Great_Lakes_Basin,RFD,lo,9.47116,55.6781,0.0491949
SSP4,Missouri_River_Basin,RFD,lo,33.5951,55.6781,0.0491949
SSP4,Upper_Mississippi_Basin,RFD,lo,36.5301,55.6781,0.0491949
SSP4,Saskatchewan_Nelson,RFD,lo,7.98875,55.6781,0.0491949
SSP4,Ohio_River_Basin,RFD,lo,20.7792,55.6781,0.0491949
