scenario,subregion,management,level,2030
SSP2,Arkansas_White_Red_Basin,RFD,hi,0.00355
SSP2,Great_Lakes_Basin,RFD,hi,0.00561218
SSP2,Missouri_River_Basin,RFD,hi,0.0592868
SSP2,Upper_Mississippi_Basin,RFD,hi,0.0341
SSP2,Saskatchewan_Nelson,RFD,hi,0.0804
SSP2,Ohio_River_Basin,RFD,hi,0.0136
