scenario,subregion,management,level,2045,ssps_max,ssps_min
SSP2,Arkansas_White_Red_Basin,IRR,lo,1.16303,55.6781,0.0491949
SSP2,Great_Lakes_Basin,IRR,lo,0.200443,55.6781,0.0491949
SSP2,Missouri_River_Basin,IRR,lo,4.17058,55.6781,0.0491949
SSP2,Upper_Mississippi_Basin,IRR,lo,0.376,55.6781,0.0491949
SSP2,Saskatchewan_Nelson,IRR,lo,0.0522022,55.6781,0.0491949
SSP2,Ohio_River_Basin,IRR,lo,0.128895,55.6781,0.0491949
