scenario,subregion,management,level,2030,ssps_max,ssps_min
SSP4,Arkansas_White_Red_Basin,RFD,hi,0.32067,31.4701,0.0222
SSP4,Great_Lakes_Basin,RFD,hi,0.414305,31.4701,0.0222
SSP4,Missouri_River_Basin,RFD,hi,0.399647,31.4701,0.0222
SSP4,Upper_Mississippi_Basin,RFD,hi,0.676269,31.4701,0.0222
SSP4,Saskatchewan_Nelson,RFD,hi,0.356865,31.4701,0.0222
SSP4,Ohio_River_Basin,RFD,hi,0.467343,31.4701,0.0222
