,ToRiver_0,ToRiver_1,ToRiver_2,ToRiver_3,ToRiver_4,ToRiver_5,ToRiver_6,ToRiver_7,ToRiver_8,ToRiver_9,ToRail_0,ToRail_1,ToRail_2,ToRail_3,ToRail_4,ToRail_5,X_Facility
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326938206.76662064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275403758.0466206,0.0,162202566.64140883
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356386463.1866206,0.0,162202566.64140883
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319576142.6666206,0.0,162202566.64140883
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363748527.2866206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341662334.9766207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140877
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304852014.4566206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1447602513.3586326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645503641.6836997
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349024399.08662057,0.0,162202566.64140883
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253317565.73662063,0.0,162202566.6414088
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312214078.5666206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231231373.42662063,0.0,162202566.64140883
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238593437.5266206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363748527.2866206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282765822.14662063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341662334.9766207,0.0,162202566.64140877
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253317565.73662063,0.0,162202566.6414088
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304852014.4566206,0.0,162202566.64140883
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297489950.35662067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.6414088
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349024399.08662057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1447602513.3586326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645503641.6836997
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363748527.2866206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334300270.87662065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.6414088
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341662334.9766207,0.0,162202566.64140877
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341662334.9766207,0.0,162202566.64140877
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326938206.76662064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341662334.9766207,0.0,162202566.64140877
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297489950.35662067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.6414088
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349024399.08662057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297489950.35662067,0.0,162202566.6414088
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319576142.6666206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253317565.73662063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.6414088
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349024399.08662057,0.0,162202566.64140883
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066880284.6286327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645503641.6836997
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349024399.08662057,0.0,162202566.64140883
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238593437.5266206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304852014.4566206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297489950.35662067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.6414088
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356386463.1866206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282765822.14662063,0.0,162202566.64140883
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363748527.2866206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268041693.9466206,0.0,162202566.64140883
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341662334.9766207,0.0,162202566.64140877
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297489950.35662067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.6414088
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275403758.0466206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363748527.2866206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476888838.6386328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645503641.6836996
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1389029862.7786326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645503641.6836997
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253317565.73662063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.6414088
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312214078.5666206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282765822.14662063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341662334.9766207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140877
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319576142.6666206,0.0,162202566.64140883
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349024399.08662057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238593437.5266206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312214078.5666206,0.0,162202566.64140883
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326938206.76662064,0.0,162202566.64140883
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304852014.4566206,0.0,0.0,162202566.64140883
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245955501.6366206,0.0,0.0,162202566.6414088
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319576142.6666206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162202566.64140883
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290127886.25662065,0.0,0.0,0.0,0.0,162202566.6414088
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231231373.42662063,0.0,0.0,0.0,0.0,162202566.64140883
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356386463.1866206,0.0,0.0,162202566.64140883
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371110591.39662063,0.0,0.0,0.0,0.0,162202566.64140883
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326938206.76662064,0.0,0.0,162202566.64140883
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341662334.9766207,0.0,0.0,162202566.64140877
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297489950.35662067,0.0,0.0,0.0,0.0,162202566.6414088
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297489950.35662067,0.0,0.0,162202566.6414088
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238593437.5266206,0.0,0.0,162202566.64140883
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268041693.9466206,0.0,0.0,162202566.64140883
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341662334.9766207,0.0,0.0,162202566.64140877
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231231373.42662063,0.0,0.0,162202566.64140883
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290127886.25662065,0.0,0.0,162202566.6414088
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304852014.4566206,0.0,0.0,0.0,0.0,162202566.64140883
