Scenario,Year,Rates,OBJ_vaules,Cost_Farmers,Cost_Barges,Cost_Rails,Cost_Oceans,Total_production,Quantity_X_Facility,Quantity_X_Country_Stream,Quantity_X_Country_Rail,Quantity_Y_Stream_Export,Quantity_Y_Rail_Export,Quantity_Z_Export_Import,Demand
SSP2,2025,0.5_0.5_0.5_0.5,2938144665994,1458783001067,224402235765,209356289771,988792995585,84458545756,25337563727,18125724671,26974427060,18125724671,26974427060,45100151731,117320663
SSP2,2025,0.5_0.5_0.5_1,3914842630789,1462251649657,215815126892,254026809534,1925938900901,84458545756,25337563727,17409215763,27690935968,17409215763,27690935968,45100151731,117320663
SSP2,2025,0.5_0.5_0.5_5,11400886403152,1606148868373,67955996484,497090945903,9172880448587,84458545756,25337563727,4969532303,40130619428,4969532303,40130619428,45100151731,117320663
SSP2,2025,0.5_0.5_0.5_10,20500973126053,1692902004731,19413725615,556489002956,18175358248946,84458545756,25337563727,919162147,44180989583,919162147,44180989583,45100151731,117320663
SSP2,2025,0.5_0.5_1_0.5,3124635220507,1446562004401,331194973147,296415513764,993652585389,84458545756,25337563727,25822476633,19277675097,25822476633,19277675097,45100151731,117320663
SSP2,2025,0.5_0.5_1_1,4117401090300,1445639182579,329381659748,303009869015,1982560235153,84458545756,25337563727,25671173648,19428978082,25671173648,19428978082,45100151731,117320663
SSP2,2025,0.5_0.5_1_5,11819846628536,1492100693445,205021996799,699419998613,9366493795874,84458545756,25337563727,15670434140,29429717591,15670434140,29429717591,45100151731,117320663
SSP2,2025,0.5_0.5_1_10,21031660248225,1636277122610,197626920482,955881762280,18185064299047,84458545756,25337563727,5309219532,39790932198,5309219532,39790932198,45100151731,117320663
SSP2,2025,0.5_0.5_5_0.5,3228760926386,1585966427970,581446021110,1825356720,1002712976780,84458545756,25337563727,44925456971,174694760,44925456971,174694760,45100151731,117320663
SSP2,2025,0.5_0.5_5_1,4227914246502,1585835784241,587518833462,0,1997749484995,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,0.5_0.5_5_5,12110339824957,1611136497051,814788649019,0,9627604535082,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,0.5_0.5_5_10,21537893470293,1695946347755,1376250220081,0,18408886758652,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,0.5_0.5_10_0.5,3229039504005,1585835784241,587518833462,0,998874742497,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,0.5_0.5_10_1,4227914246502,1585835784241,587518833462,0,1997749484995,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,0.5_0.5_10_5,12110339824957,1611136497051,814788649019,0,9627604535082,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,0.5_0.5_10_10,21537893470293,1695946347755,1376250220081,0,18408886758652,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,0.5_1_0.5_0.5,3068087289097,1626622339341,81974796768,317571613095,985108396087,84458545756,25337563727,3419991117,41680160614,3419991117,41680160614,45100151731,117320663
SSP2,2025,0.5_1_0.5_1,4039603710151,1628779429575,78662933267,375135979929,1900215223574,84458545756,25337563727,3281820066,41818331664,3281820066,41818331664,45100151731,117320663
SSP2,2025,0.5_1_0.5_5,11414256562973,1706831067914,0,557928236347,9092687114907,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_1_0.5_10,20503001175560,1705272164147,0,565560618663,18175358248946,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_1_1_0.5,3350689961490,1506078471249,311830369552,483508631184,992462345699,84458545756,25337563727,13009572892,32090578839,13009572892,32090578839,45100151731,117320663
SSP2,2025,0.5_1_1_1,4341769334043,1508341714974,303481581540,497569816032,1975566077691,84458545756,25337563727,12661261192,32438890539,12661261192,32438890539,45100151731,117320663
SSP2,2025,0.5_1_1_5,11949593479004,1636286827509,101712423578,978150714272,9176633369841,84458545756,25337563727,4243445532,40856706199,4243445532,40856706199,45100151731,117320663
SSP2,2025,0.5_1_1_10,21057252115711,1727889426357,0,1087488246502,18185064299047,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_1_5_0.5,3782127660860,1572501130573,1066362698349,28226405625,1058227282508,84458545756,25337563727,42398759114,2701392617,42398759114,2701392617,45100151731,117320663
SSP2,2025,0.5_1_5_1,4796998418258,1611325598142,1131113191316,0,1997749484995,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,0.5_1_5_5,12779979906013,1611333549901,1212224243663,0,9899611968645,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,0.5_1_5_10,22527243951871,1662227068146,1613354615853,0,19194852124067,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,0.5_1_10_0.5,3797504564297,1607404850264,1126925880008,3650713440,1002712976780,84458545756,25337563727,44925456971,174694760,44925456971,174694760,45100151731,117320663
SSP2,2025,0.5_1_10_1,4796998418258,1611325598142,1131113191316,0,1997749484995,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,0.5_1_10_5,12779979906013,1611333549901,1212224243663,0,9899611968645,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,0.5_1_10_10,22527243951871,1662227068146,1613354615853,0,19194852124067,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,0.5_5_0.5_0.5,3086028086990,1702604838347,0,341504708751,985108396087,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_5_0.5_1,4057079771573,1702411973945,0,404426087118,1893431566705,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_5_0.5_5,11414256562973,1706831067914,0,557928236347,9092687114907,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_5_0.5_10,20503001175560,1705272164147,0,565560618663,18175358248946,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_5_1_0.5,3423952736197,1703464553611,0,674128334401,989549704381,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_5_1_1,4412491813176,1703286768869,0,682178108327,1970216792175,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_5_1_5,11964664554872,1725303818605,0,1089933258308,9092617334153,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_5_1_10,21057252115711,1727889426357,0,1087488246502,18185064299047,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_5_5_0.5,4821978749250,2019285658222,0,891143137084,1854739810138,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_5_5_1,6537108179972,1751263446661,0,1741182427803,2987852161703,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_5_5_5,15010309580702,1715040639819,0,3376025892022,9862432905055,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_5_5_10,24693151082297,1777244199915,0,3959047458739,18900049279837,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_5_10_0.5,5464402433473,2433043941794,0,984774117725,1989774230149,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_5_10_1,7433205557512,2212466853648,0,1339794317727,3824134242332,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_5_10_5,17134177643564,1593063457623,4820933168465,674623448694,9988747424977,84458545756,25337563727,40225896890,4874254841,40225896890,4874254841,45100151731,117320663
SSP2,2025,0.5_5_10_10,27122925068542,1593063457623,4820933168465,674623448694,19977494849954,84458545756,25337563727,40225896890,4874254841,40225896890,4874254841,45100151731,117320663
SSP2,2025,0.5_10_0.5_0.5,3086028086990,1702604838347,0,341504708751,985108396087,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_10_0.5_1,4057079771573,1702411973945,0,404426087118,1893431566705,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_10_0.5_5,11414256562973,1706831067914,0,557928236347,9092687114907,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_10_0.5_10,20503001175560,1705272164147,0,565560618663,18175358248946,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_10_1_0.5,3423952736197,1703464553611,0,674128334401,989549704381,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_10_1_1,4412491813176,1703286768869,0,682178108327,1970216792175,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_10_1_5,11964664554872,1725303818605,0,1089933258308,9092617334153,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_10_1_10,21057252115711,1727889426357,0,1087488246502,18185064299047,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_10_5_0.5,4821978749250,2019285658222,0,891143137084,1854739810138,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_10_5_1,6537108179972,1751263446661,0,1741182427803,2987852161703,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_10_5_5,15010309580702,1715040639819,0,3376025892022,9862432905055,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_10_5_10,24693151082297,1777244199915,0,3959047458739,18900049279837,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_10_10_0.5,5464402433473,2433043941794,0,984774117725,1989774230149,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_10_10_1,7433205557512,2212466853648,0,1339794317727,3824134242332,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_10_10_5,18282997388786,1893385296407,0,6343628019407,9989173929167,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,0.5_10_10_10,28222156069982,1776609952963,0,6596978335696,19791757637518,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,1_0.5_0.5_0.5,3680030085601,2144504690643,289154653606,193616930419,995943667127,84458545756,25013091406,20686922946,24737701105,20686922946,24737701105,45424624052,117320663
SSP2,2025,1_0.5_0.5_1,4658738665841,2159317336248,281403257868,227275300437,1933932627482,84458545756,25337563727,20273043999,24827107732,20273043999,24827107732,45100151731,117320663
SSP2,2025,1_0.5_0.5_5,12239101977119,2250348754682,212032579639,367757770144,9352152728849,84458545756,25337563727,14937755217,30162396513,14937755217,30162396513,45100151731,117320663
SSP2,2025,1_0.5_0.5_10,21441822922296,2451397328304,277770578364,479256631119,18176588240703,84458545756,25337563727,7323340752,37776810978,7323340752,37776810978,45100151731,117320663
SSP2,2025,1_0.5_1_0.5,3841499613137,2090686037339,418327642137,277876538043,997799251812,84458545756,25129685577,27603734621,17704295259,27603734621,17704295259,45308029881,117320663
SSP2,2025,1_0.5_1_1,4833721637959,2097056543431,414454943382,285950260845,1979449746496,84458545756,25337563727,27280596392,17819555339,27280596392,17819555339,45100151731,117320663
SSP2,2025,1_0.5_1_5,12566129572945,2144105041529,335014386843,548888272893,9481311727875,84458545756,25337563727,21794730244,23305421487,21794730244,23305421487,45100151731,117320663
SSP2,2025,1_0.5_1_10,21851846871603,2251378195257,644306652074,706363093322,18192988787145,84458545756,25337563727,16281222876,28818928855,16281222876,28818928855,45100151731,117320663
SSP2,2025,1_0.5_5_0.5,4054676217638,2290988703521,641180481696,20052681098,1045644207518,84458545756,25129685577,43388899072,1919130809,43388899072,1919130809,45308029881,117320663
SSP2,2025,1_0.5_5_1,5060348241088,2310008020006,695780592282,0,1997749484995,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,1_0.5_5_5,12961267733423,2332893077218,892325062458,0,9679239449941,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,1_0.5_5_10,22449787033149,2427278851133,1398027101310,0,18567670936900,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,1_0.5_10_0.5,4061235704723,2302674809655,698271939261,0,1003478812002,84458545756,25129685577,45308029881,0,45308029881,0,45308029881,117320663
SSP2,2025,1_0.5_10_1,5060348241088,2310008020006,695780592282,0,1997749484995,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,1_0.5_10_5,12961267733423,2332893077218,892325062458,0,9679239449941,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,1_0.5_10_10,22449787033149,2427278851133,1398027101310,0,18567670936900,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,1_1_0.5_0.5,3907548921824,2261424313632,364870122179,234438970873,990005371335,84458545756,25220969556,15001292920,30215452981,15001292920,30215452981,45216745902,117320663
SSP2,2025,1_1_0.5_1,4882756014491,2264899011946,364870122179,274950510956,1921226225604,84458545756,25337563727,15001292920,30098858811,15001292920,30098858811,45100151731,117320663
SSP2,2025,1_1_0.5_5,12364614907098,2482773142870,135335978015,485177058092,9204518584314,84458545756,25337563727,5646221288,39453930443,5646221288,39453930443,45100151731,117320663
SSP2,2025,1_1_0.5_10,21501581371927,2661427922933,18124948930,559986149311,18205232206948,84458545756,25337563727,756173443,44343978288,756173443,44343978288,45100151731,117320663
SSP2,2025,1_1_1_0.5,4126794215162,2217287564427,447756291061,412166863177,992773352692,84458545756,25337563727,18081994548,27018157182,18081994548,27018157182,45100151731,117320663
SSP2,2025,1_1_1_1,5118437673276,2216524487226,448804471531,418712579542,1977585991171,84458545756,25337563727,18125724671,26974427060,18125724671,26974427060,45100151731,117320663
SSP2,2025,1_1_1_5,12802005886082,2293440374266,352066274703,748143524391,9351545568916,84458545756,25337563727,13987495782,31112655949,13987495782,31112655949,45100151731,117320663
SSP2,2025,1_1_1_10,22043921147592,2511256221838,135911992968,994181891806,18345760897175,84458545756,25337563727,4969532303,40130619428,4969532303,40130619428,45100151731,117320663
SSP2,2025,1_1_5_0.5,4618684996023,2312388272361,992197380827,123659116328,1133630082700,84458545756,25337563727,38212041863,6888109868,38212041863,6888109868,45100151731,117320663
SSP2,2025,1_1_5_1,5692669204603,2422832806770,1125160039553,27905941310,2059960273164,84458545756,25337563727,43468159415,1631992316,43468159415,1631992316,45100151731,117320663
SSP2,2025,1_1_5_5,13683216788811,2470645957091,1256148719270,0,9899611968645,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,1_1_5_10,23462827991203,2521231479194,1629577298039,0,19255209070164,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,1_1_10_0.5,4674841559562,2403929653078,1106015915980,53238246634,1054847600065,84458545756,25337563727,42552583183,2547568548,42552583183,2547568548,45100151731,117320663
SSP2,2025,1_1_10_1,5699670194060,2470891341033,1162892042220,3650713440,2005425953561,84458545756,25337563727,44925456971,174694760,44925456971,174694760,45100151731,117320663
SSP2,2025,1_1_10_5,13683216788811,2470645957091,1256148719270,0,9899611968645,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,1_1_10_10,23462827991203,2521231479194,1629577298039,0,19255209070164,84458545756,25337563727,45100151731,0,45100151731,0,45100151731,117320663
SSP2,2025,1_5_0.5_0.5,4087424002825,2700148440987,0,343134689455,987330728577,84458545756,25220969556,0,45216745902,0,45216745902,45216745902,117320663
SSP2,2025,1_5_0.5_1,5058405702580,2703623139301,0,404551575700,1893420843774,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,1_5_0.5_5,12417156924279,2705582753976,0,562035054100,9092728972399,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,1_5_0.5_10,21505805174019,2705582753976,0,568123045823,18175289230415,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,1_5_1_0.5,4425843223033,2704523731270,0,674959643576,989549704381,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,1_5_1_1,5414204515269,2704168161786,0,683009417502,1970216792175,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,1_5_1_5,12977936283499,2712779914601,0,1115605495532,9092740729562,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,1_5_1_10,22070661467234,2712620620920,0,1115856472694,18185374229814,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,1_5_5_0.5,5962856250238,2821670678662,0,1332024480104,1752350947667,84458545756,25337563727,0,45100151731,0,45100151731,45100151731,117320663
SSP2,2025,1_5_5_1,7566645100234,2694223074780,89374104925,1840567677194,2885670099530,84458545756,25337563727,745738097,44354413634,745738097,44354413634,45100151731,117320663
SSP2,2025,1_5_5_5,16011474532540,2660875960576,110310661466,3325056597951,9858421168741,84458545756,25337563727,920432857,44179718873,920432857,44179718873,45100151731,117320663
SSP2,2025,1_5_5_10,25717768963344,2680791940248,90624744651,3932093829606,18957448305033,84458545756,25337563727,756173443,44343978288,756173443,44343978288,45100151731,117320663
SSP2,2025,1_5_10_0.5,6998430128826,3469864618915,20936556540,1549837792945,1900981016620,84458545756,25337563727,174694760,44925456971,174694760,44925456971,45100151731,117320663
SSP2,2025,1_5_10_1,8788053226299,2808501766573,1270591116657,1308378792101,3343771407162,84458545756,25337563727,10601820324,34498331407,10601820324,34498331407,45100151731,117320663
SSP2,2025,1_5_10_5,18017639024377,2460653633970,4718443067938,792984753687,9988747424977,84458545756,25337563727,39370718842,5729432889,39370718842,5729432889,45100151731,117320663
SSP2,2025,1_5_10_10,28006386449354,2460653633970,4718443067938,792984753687,19977494849954,84458545756,25337563727,39370718842,5729432889,39370718842,5729432889,45100151731,117320663
SSP2,2025,1_10_0.5_0.5,4087424002825,2700148440987,0,343134689455,987330728577,84458545756,25220969556,0,45216745902,0,45216745902,45216745902,117320663
