,Import_0,Import_1
0,18327865032.75269,0.0
1,1723328788.4288914,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
