,Import_0,Import_1
0,16466520907.774502,0.0
1,2138314626.289962,0.0
2,1446358287.1171134,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
