,Import_0,Import_1
0,19691091921.09306,0.0
1,0.0,0.0
2,4040714350.73971,0.0
3,0.0,0.0
4,3167950189.9287276,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
