,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,0.0,0.0,711610639.5086877,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,87783698.00686264,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,274175408.0705879,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,441624568.5643131,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,1522045899.6345677,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,3975117691.874728,0.0,0.0,0.0
8,3444416753.686205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,771981390.1814754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
