,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,0.0,0.0,763532923.6911919,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,87783698.00686264,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,106726247.58686262,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,441624568.5643131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1302748425.9401138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5172940434.506467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1655166797.3720024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,366022136.25073767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
