,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,964569938.3930624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,87783698.00686264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1064469978.654639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,515525703.94965076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,589995691.5165133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1586969201.4539042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5880728638.215266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,534777557.9927009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,366022136.25073767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
