,Import_0,Import_1
0,13299496868.245018,0.0
1,0.0,0.0
2,4867120924.436255,0.0
3,0.0,0.0
4,1884576028.5003026,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
