,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,0.0,0.0,1973809877.7428384,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,306648350.21058786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2748496196.0142665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2720128996.5820656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,589995691.5165133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1716355908.3536577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7420036645.81117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2575722154.950477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
