,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,2205034765.4049177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,305033252.3592514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1418932629.126257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5517224246.18683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,18555828160.449368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,886585842.5351251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
