,Import_0,Import_1,Import_2
0,60881344.8293311,0.0,0.0
1,0.0,0.0,0.0
2,76441199.192,0.0,0.0
3,42888054.235698774,0.0,0.0
4,76441199.192,0.0,0.0
5,0.0,0.0,10892399.722970085
6,0.0,0.0,76441199.192
7,0.0,0.0,0.0
