,RiverToExport_0,RiverToExport_1,RiverToExport_2,RiverToExport_3,RiverToExport_4,RiverToExport_5,RiverToExport_6,RiverToExport_7
0,1600147906.107282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,269943596.3218373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1175504085.2691867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4221285262.8393664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,13483413607.434347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,608572274.6045787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
