,ToRiver_0,ToRiver_1,ToRiver_2,ToRiver_3,ToRiver_4,ToRiver_5,ToRiver_6,ToRiver_7,ToRiver_8,ToRiver_9,ToRail_0,ToRail_1,ToRail_2,ToRail_3,ToRail_4,ToRail_5,X_Facility
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219602703.02351505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007783
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275327334.02351505,0.0,122773825.81007783
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197312850.62351507,0.0,122773825.81007782
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214030239.92351502,0.0,122773825.81007786
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202885313.72351503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007785
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197312850.62351507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007782
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258609944.72351503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007785
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908493168.8771398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450699174.64163125
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236320092.32351506,0.0,122773825.81007782
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269754870.923515,0.0,122773825.81007786
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253037481.623515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007786
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202885313.72351503,0.0,122773825.81007785
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208457776.823515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007786
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225175166.123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007786
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175022998.22351503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007785
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236320092.32351506,0.0,122773825.81007782
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214030239.92351502,0.0,122773825.81007786
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186167924.42351502,0.0,122773825.81007786
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186167924.42351502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007786
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236320092.32351506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007782
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969838128.2871397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450699174.6416313
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208457776.823515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007786
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191740387.52351505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007783
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253037481.623515,0.0,122773825.81007786
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214030239.92351502,0.0,122773825.81007786
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208457776.823515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007786
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214030239.92351502,0.0,122773825.81007786
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264182407.82351506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007782
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202885313.72351503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007785
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225175166.123515,0.0,122773825.81007786
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264182407.82351506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007782
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241892555.42351502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007786
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191740387.52351505,0.0,122773825.81007783
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888044849.0771396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450699174.6416313
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253037481.623515,0.0,122773825.81007786
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264182407.82351506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007782
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225175166.123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007786
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225175166.123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007786
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269754870.923515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007786
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275327334.02351505,0.0,122773825.81007783
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225175166.123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007786
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208457776.823515,0.0,122773825.81007786
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208457776.823515,0.0,122773825.81007786
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225175166.123515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007786
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197312850.62351507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007782
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214030239.92351502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007786
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888044849.0771396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450699174.6416313
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867596529.2771397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450699174.6416313
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230747629.22351503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007785
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214030239.92351502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122773825.81007786
