,RailToExport_0,RailToExport_1,RailToExport_2,RailToExport_3,RailToExport_4,RailToExport_5,RailToExport_6,RailToExport_7
0,0.0,0.0,2453146679.865969,0.0,0.0,0.0,0.0,0.0
1,5782024962.502705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,4257846779.602931,0.0,0.0,0.0,0.0,0.0
3,7173769911.181836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15219002029.177864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,6780839476.281195,0.0,0.0,0.0,0.0,0.0,0.0
