,Import_0,Import_1
0,46862285774.15347,0.0
1,6082305993.468468,0.0
2,5265256294.498402,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
