,Import_0,Import_1
0,41856870949.406334,0.0
1,5499480426.926714,0.0
2,4522817363.21589,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
