,Import_0,Import_1,Import_2
0,40125800.0,0.0,0.0
1,39983440.512044564,0.0,0.0
2,20205259.487955436,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,40125800.0
6,0.0,0.0,40125800.0
7,0.0,0.0,0.0
