Scenario,Year,Rates,OBJ_vaules,Cost_Farmers,Cost_Barges,Cost_Rails,Cost_Oceans,Total_production,Quantity_X_Facility,Quantity_X_Country_Stream,Quantity_X_Country_Rail,Quantity_Y_Stream_Export,Quantity_Y_Rail_Export,Quantity_Z_Export_Import,Demand
SSP1,2100,0.5_0.5_0.5_0.5,4560762570205,2071223461907,377887445151,332965576081,1616445633153,129657589483,38897276845,30546701609,43111087101,30546701609,43111087101,73657788710,4555876468
SSP1,2100,0.5_0.5_0.5_1,6158368360454,2077180377199,363395045808,404713509480,3150838974053,129657589483,38897276845,29337454890,44320333820,29337454890,44320333820,73657788710,4555876468
SSP1,2100,0.5_0.5_0.5_5,18402912879408,2317027437746,114728249328,813317545566,14995599192855,129657589483,38897276845,8601064843,65056723867,8601064843,65056723867,73657788710,4555876468
SSP1,2100,0.5_0.5_0.5_10,33265264075567,2469868008344,26925962637,922504459005,29683725191667,129657589483,38897276845,1274836481,72382952229,1274836481,72382952229,73657788710,4555876468
SSP1,2100,0.5_0.5_1_0.5,4854865258935,2051591796651,555621868815,460607235386,1624803904168,129657589483,38897276845,43417317189,30240471521,43417317189,30240471521,73657788710,4555876468
SSP1,2100,0.5_0.5_1_1,6478005384823,2049593363362,551529969450,473740025005,3240901573092,129657589483,38897276845,43075888847,30581899863,43075888847,30581899863,73657788710,4555876468
SSP1,2100,0.5_0.5_1_5,19083946884386,2124926226998,346523474834,1119446559143,15330810169498,129657589483,38897276845,26875877433,46781911277,26875877433,46781911277,73657788710,4555876468
SSP1,2100,0.5_0.5_1_10,34145104333563,2372739674602,339345966714,1570275727149,29700502511183,129657589483,38897276845,8828638849,64829149861,8828638849,64829149861,73657788710,4555876468
SSP1,2100,0.5_0.5_5_0.5,5016467542584,2261085454621,950262124102,3710404710,1639169105237,129657589483,38897276845,73302686469,355102240,73302686469,355102240,73657788710,4555876468
SSP1,2100,0.5_0.5_5_1,6648400929614,2260819894961,962606336774,0,3262734243965,129657589483,38897276845,73657788710,0,73657788710,0,73657788710,4555876468
SSP1,2100,0.5_0.5_5_5,19536695774354,2304406103610,1315414597421,0,15754634619409,129657589483,38897276845,73657788710,0,73657788710,0,73657788710,4555876468
SSP1,2100,0.5_0.5_5_10,34964708158993,2444626992877,2280454413339,0,30077386298862,129657589483,38897276845,73657788710,0,73657788710,0,73657788710,4555876468
SSP1,2100,0.5_0.5_10_0.5,5017033807631,2260819894961,962606336774,0,1631367121982,129657589483,38897276845,73657788710,0,73657788710,0,73657788710,4555876468
SSP1,2100,0.5_0.5_10_1,6648400929614,2260819894961,962606336774,0,3262734243965,129657589483,38897276845,73657788710,0,73657788710,0,73657788710,4555876468
SSP1,2100,0.5_0.5_10_5,19536695774354,2304406103610,1315414597421,0,15754634619409,129657589483,38897276845,73657788710,0,73657788710,0,73657788710,4555876468
SSP1,2100,0.5_0.5_10_10,34964708158993,2444626992877,2280454413339,0,30077386298862,129657589483,38897276845,73657788710,0,73657788710,0,73657788710,4555876468
SSP1,2100,0.5_1_0.5_0.5,4780930571938,2347214794695,149970631064,510297089667,1611207602598,129657589483,38897276845,6256779477,67401009233,6256779477,67401009233,73657788710,4555876468
SSP1,2100,0.5_1_0.5_1,6371058425463,2353084104031,141279561089,602277002411,3112177304019,129657589483,38897276845,5894187762,67763600948,5894187762,67763600948,73657788710,4555876468
