Scenario,Year,Rates,OBJ_vaules,Cost_Farmers,Cost_Barges,Cost_Rails,Cost_Oceans,Total_production,Quantity_X_Facility,Quantity_X_Country_Stream,Quantity_X_Country_Rail,Quantity_Y_Stream_Export,Quantity_Y_Rail_Export,Quantity_Z_Export_Import,Demand
SSP1,2080,0.5_0.5_0.5_0.5,4521980344779,2141822014441,362872111021,321470433175,1556627918719,128953852588,38686155776,29206889368,41700789688,29206889368,41700789688,70907679056,1717061926
SSP1,2080,0.5_0.5_0.5_1,6059975152268,2148640149919,346270045385,394357660271,3031519429270,128953852588,38686155776,27821611960,43086067096,27821611960,43086067096,70907679056,1717061926
SSP1,2080,0.5_0.5_0.5_5,17837844400319,2380766887121,106199217661,783116267227,14428574160887,128953852588,38686155776,7925087831,62982591225,7925087831,62982591225,70907679056,1717061926
SSP1,2080,0.5_0.5_0.5_10,32145105245875,2521302340984,25937270271,882829467220,28575848299976,128953852588,38686155776,1228025857,69679653199,1228025857,69679653199,70907679056,1717061926
SSP1,2080,0.5_0.5_1_0.5,4808792758349,2124915022632,524855660179,455738429660,1564095778455,128953852588,38686155776,40958861398,29948817658,40958861398,29948817658,70907679056,1717061926
SSP1,2080,0.5_0.5_1_1,6371494767973,2122856556178,520396718380,468427123735,3120626502257,128953852588,38686155776,40586807012,30320872044,40586807012,30320872044,70907679056,1717061926
SSP1,2080,0.5_0.5_1_5,18498747531090,2197931385968,325819175939,1095854599735,14739954502024,128953852588,38686155776,25102082272,45805596784,25102082272,45805596784,70907679056,1717061926
SSP1,2080,0.5_0.5_1_10,32986703108968,2426410298279,330631567447,1498890999685,28591582376134,128953852588,38686155776,8672001140,62235677916,8672001140,62235677916,70907679056,1717061926
SSP1,2080,0.5_0.5_5_0.5,4969060403123,2333380880608,915634990661,3351486938,1577505177494,128953852588,38686155776,70586926843,320752213,70586926843,320752213,70907679056,1717061926
SSP1,2080,0.5_0.5_5_1,6540029793566,2333141009273,926785113293,0,3140915803578,128953852588,38686155776,70907679056,0,70907679056,0,70907679056,1717061926
SSP1,2080,0.5_0.5_5_5,18943142942655,2373661048236,1270657824722,0,15159636202274,128953852588,38686155776,70907679056,0,70907679056,0,70907679056,1717061926
SSP1,2080,0.5_0.5_5_10,33782027387034,2508669391907,2174749224278,0,28959420903426,128953852588,38686155776,70907679056,0,70907679056,0,70907679056,1717061926
SSP1,2080,0.5_0.5_10_0.5,4969571891777,2333141009273,926785113293,0,1570457901789,128953852588,38686155776,70907679056,0,70907679056,0,70907679056,1717061926
SSP1,2080,0.5_0.5_10_1,6540029793566,2333141009273,926785113293,0,3140915803578,128953852588,38686155776,70907679056,0,70907679056,0,70907679056,1717061926
SSP1,2080,0.5_0.5_10_5,18943142942655,2373661048236,1270657824722,0,15159636202274,128953852588,38686155776,70907679056,0,70907679056,0,70907679056,1717061926
SSP1,2080,0.5_0.5_10_10,33782027387034,2508669391907,2174749224278,0,28959420903426,128953852588,38686155776,70907679056,0,70907679056,0,70907679056,1717061926
SSP1,2080,0.5_1_0.5_0.5,4730324029634,2409257102354,137028515929,493585629101,1551264914826,128953852588,38686155776,5716834023,65190845032,5716834023,65190845032,70907679056,1717061926
SSP1,2080,0.5_1_0.5_1,6260534143617,2413240947556,130934950853,585929169690,2991241208095,128953852588,38686155776,5462610295,65445068760,5462610295,65445068760,70907679056,1717061926
SSP1,2080,0.5_1_0.5_5,17858209822714,2540093135499,0,882949879805,14295978939987,128953852588,38686155776,0,70907679056,0,70907679056,70907679056,1717061926
SSP1,2080,0.5_1_0.5_10,32147816271921,2537830709728,0,894949394794,28575848299976,128953852588,38686155776,0,70907679056,0,70907679056,70907679056,1717061926
SSP1,2080,0.5_1_1_0.5,5169798875160,2217124446388,503677973805,747911423813,1561897163731,128953852588,38686155776,21013461016,49894218039,21013461016,49894218039,70907679056,1717061926
SSP1,2080,0.5_1_1_1,6729656279370,2220789521710,490329993794,769906596419,3109442300024,128953852588,38686155776,20456582868,50451096188,20456582868,50451096188,70907679056,1717061926
SSP1,2080,0.5_1_1_5,18703163543785,2426036080889,169351590360,1532774898608,14435813106505,128953852588,38686155776,7065353712,63842325344,7065353712,63842325344,70907679056,1717061926
