,RailToExport_0,RailToExport_1,RailToExport_2,RailToExport_3,RailToExport_4,RailToExport_5,RailToExport_6,RailToExport_7
0,0.0,0.0,1734246575.5946035,0.0,0.0,0.0,0.0,0.0
1,4035844217.447358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,2243261139.6680884,0.0,0.0,0.0,0.0,0.0
3,4928048619.396165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10298651383.030123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,4947542334.256142,0.0,0.0,0.0,0.0,0.0,0.0
