Scenario,Year,Rates,Demand_China,Demand_ROW,OBJ_Values,Revenue_Total,Cost_Total,Cost_Operation,Cost_Holding,Cost_Facility,Cost_Barges,Cost_Rails,Cost_BExport,Cost_SExport,Cost_Oceans,Total_production,Inventory,Quantity_X_Facility,Quantity_X_Country_Stream,Quantity_X_Country_Rail,Quantity_Y_Stream_Export,Quantity_Y_Rail_Export,Quantity_Z_Export_Import,China_Price,ROW_Price,Revenue_Domestic,Revenue_China,Revenue_Row,Subsidy,Tax,Runtime
SSP2,2035,1_1_0.5_1,191102997,152882398,8837822170593,8870104024784,32281854190,109249390,6645776650,494141002,691133343,4969327106,1832242118,2667426842,14872557736,496159495,132915533,19258565,76441199,267544197,76441199,267544197,343985396,2441,1550,8143125264550,466614361385,237014928262,23349470584,0,25.802003860473636
SSP2,2035,1_1_1_1,191102997,152882398,8835346739012,8870104024784,34757285771,109249390,6645776650,494141002,902163722,4554192736,2568306617,4582183962,14901271689,496159495,132915533,19258565,93642727,250342669,93642727,250342669,343985396,2441,1550,8143125264550,466614361385,237014928262,23349470584,0,23.66499900817871
SSP2,2035,1_1_1_10,191102997,152882398,8704707444568,8870104024784,165396580215,109249390,6645776650,494141002,881317873,4685989831,2490467494,8628740677,141460897294,496159495,132915533,19258565,85652229,258333166,85652229,258333166,343985396,2441,1550,8143125264550,466614361385,237014928262,23349470584,0,24.63500022888184
SSP2,2035,1_10_1_1,191102997,152882398,8833051083582,8870104024784,37052941201,109249390,6645776650,494141002,0,7719193281,0,7088939699,14995641177,496159495,132915533,19258565,0,343985396,0,343985396,343985396,2441,1550,8143125264550,466614361385,237014928262,23349470584,0,25.59896469116211
SSP2,2035,10_1_1_1,191102997,152882398,8791210759550,8870104024784,78893265233,109249390,6645776650,4941410028,22269035139,18844375181,8739875810,2460335088,14883207943,496159495,132915533,19258565,184982266,159003129,184982266,159003129,343985396,2441,1550,8143125264550,466614361385,237014928262,23349470584,0,24.722997665405277
SSP2,2040,1_1_0.5_1,243901232,195120986,13212992416044,13252673359249,39680943204,144131530,6476180866,608068016,1012990083,6695273537,2338456833,3442321688,18963520647,592239969,129523617,23694132,97560493,341461726,97560493,341461726,439022219,2431,1538,12330753839136,593084570862,300107708848,28727240400,0,22.679994583129883
SSP2,2040,1_1_1_1,243901232,195120986,13209859186242,13252673359249,42814173006,144131530,6476180866,608068016,1294553408,6157824926,3334320107,5776333479,19022760669,592239969,129523617,23694132,120906711,318115507,120906711,318115507,439022219,2431,1538,12330753839136,593084570862,300107708848,28727240400,0,24.87400245666504
SSP2,2040,1_1_1_10,243901232,195120986,13043125831495,13252673359249,209547527753,144131530,6476180866,608068016,1352531561,6113257469,3341064388,10920629110,180591664809,592239969,129523617,23694132,116288288,322733930,116288288,322733930,439022219,2431,1538,12330753839136,593084570862,300107708848,28727240400,0,22.819995880126957
SSP2,2040,1_10_1_1,243901232,195120986,13206833085381,13252673359249,45840273867,144131530,6476180866,608068016,0,10468979117,0,8998224168,19144690167,592239969,129523617,23694132,0,439022219,0,439022219,439022219,2431,1538,12330753839136,593084570862,300107708848,28727240400,0,27.77899742126465
SSP2,2040,10_1_1_1,243901232,195120986,13150579248846,13252673359249,102094110402,144131530,6476180866,6080680167,32233607519,23082946335,12163331428,2916073981,18997158572,592239969,129523617,23694132,247029847,191992371,247029847,191992371,439022219,2431,1538,12330753839136,593084570862,300107708848,28727240400,0,25.83300018310547
SSP2,2045,1_1_0.5_1,311286646,249029317,19884479718447,19933633152049,49153433602,189363950,6339200049,749830177,1348045192,9008948292,2984529341,4254661918,24278854680,716325702,126784000,29225738,124514658,435801305,124514658,435801305,560315963,2418,1522,18766113097356,752957428697,379128756659,35433869333,0,26.388015747070312
SSP2,2045,1_1_1_1,311286646,249029317,19880538884645,19933633152049,53094267403,189363950,6339200049,749830177,1659363933,8293267512,4161560673,7412950077,24288731029,716325702,126784000,29225738,152122089,408193874,152122089,408193874,560315963,2418,1522,18766113097356,752957428697,379128756659,35433869333,0,24.794034957885746
SSP2,2045,1_1_1_10,311286646,249029317,19667613732232,19933633152049,266019419816,189363950,6339200049,749830177,1873476425,8082933878,4283920087,14057538827,230443156420,716325702,126784000,29225738,152122089,408193874,152122089,408193874,560315963,2418,1522,18766113097356,752957428697,379128756659,35433869333,0,24.374969482421875
SSP2,2045,1_10_1_1,311286646,249029317,19876546686945,19933633152049,57086465103,189363950,6339200049,749830177,0,14019023310,0,11345391778,24443655837,716325702,126784000,29225738,0,560315963,0,560315963,560315963,2418,1522,18766113097356,752957428697,379128756659,35433869333,0,30.890962600708008
